Product Code,Product Name,Product Price,Product Brand,Product Availability,Product Link
QEO8166,"1994 Colorful Spring, Crayola",$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Colorful-Spring-Crayola_p_18843.html
QX5893,1994 Colors of Joy,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Colors-of-Joy_p_18844.html
QLX7426,1994 Conversations with Santa,$26.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Conversations-with-Santa_p_18846.html
QXM4063,1994 Corny Elf,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Corny-Elf_p_18849.html
QLX7416,1994 Country Showtime,$18.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Country-Showtime_p_18850.html
QLX7416DB,1994 Country Showtime DB,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Country-Showtime-DB_p_25593.html
QLX7416DBWB,1994 Country Showtime WB,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Country-Showtime-WB_p_27520.html
QXM4103,1994 Cute as a Button,$6.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Cute-as-a-Button_p_18852.html
QX5463,1994 Dad,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dad_p_18855.html
QX5473,1994 Dad-to-Be,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dad-to-Be_p_18856.html
QX5415,"1994 Daffy Duck, Looney Tunes",$15.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Daffy-Duck-Looney-Tunes_p_15156.html
QX5986,1994 Daisy Days,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Daisy-Days_p_18857.html
QX5986DB,1994 Daisy Days DB,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Daisy-Days-DB_p_27558.html
QK1053,1994 Dapper Snowman,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dapper-Snowman_p_18858.html
QX5623,1994 Daughter,$10.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Daughter_p_18859.html
QXM4026,1994 Dazzling Reindeer,$7.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Dazzling-Reindeer_p_18861.html
QX5806,1994 Dear Santa Mouse,$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dear-Santa-Mouse_p_18862.html
QX5806DB,1994 Dear Santa Mouse DB,$10.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dear-Santa-Mouse-DB_p_27562.html
QEO8183,1994 Divine Duet,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Divine-Duet_p_18863.html
QXM4133,1994 Dizzy Devil,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dizzy-Devil_p_18864.html
QX5433,"1994 Dorothy and Toto, The Wizard of Oz",$29.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Dorothy-and-Toto-The-Wizard-of-Oz_p_12223.html
QX5336,"1994 Eager For Christmas, Tender Touches",$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Eager-For-Christmas-Tender-Touches_p_18867.html
QLX7486,"1994 Eagle Has Landed, Magic",$23.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Eagle-Has-Landed-Magic_p_13154.html
QEO8193,1994 Easter Art Show,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Easter-Art-Show_p_18869.html
QEO8136,1994 Easter Parade #3 - Rabbit Trumpeter,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Easter-Parade-3--Rabbit-Trumpeter_p_18870.html
QEO8133,1994 Eggs in Sports #3 - Golf,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Eggs-in-Sports-3--Golf_p_18872.html
QX5833,1994 Extra-Special Delivery,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Extra-Special-Delivery_p_18874.html
QX5263,1994 Fabulous Decade - Rabbit with Brass #5,$16.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Fabulous-Decade--Rabbit-with-Brass-5_p_18875.html
QX5263DB,1994 Fabulous Decade - Rabbit with Brass #5 DB,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Fabulous-Decade--Rabbit-with-Brass-5-DB_p_27780.html
QX5953,1994 Feelin' Groovy,$12.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Feelin-Groovy_p_18876.html
QX5793,1994 Feliz Navidad,$21.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Feliz-Navidad_p_18877.html
QX5793,1994 Feliz Navidad,$21.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Feliz-Navidad_p_18877.html
QLX7433WB,1994 Feliz Navidad WB,$34.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Feliz-Navidad-WB_p_27519.html
QXC4846,"1994 First Hello, Easter, Club",$27.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-First-Hello-Easter-Club_p_18880.html
QX5846,1994 Follow the Sun,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Follow-the-Sun_p_18882.html
QX5613,1994 For My Grandma,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-For-My-Grandma_p_18883.html
QLX7436,1994 Forest Frolics #6,$23.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Forest-Frolics-6_p_18884.html
QLX7436DB,1994 Forest Frolics #6 DB,$20.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Forest-Frolics-6-DB_p_27530.html
QX5003,"1994 Fred and Barney, Flintstones",$19.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Fred-and-Barney-Flintstones_p_12273.html
QX5686,1994 Friendly Push,$10.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Friendly-Push_p_18885.html
QXM4016,1994 Friends Need Hugs,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Friends-Need-Hugs_p_18886.html
QX4766,"1994 Friendship Sundae, Hershey's",$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Friendship-Sundae-Hersheys_p_18887.html
QX4766DB,"1994 Friendship Sundae, Hershey's DB",$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Friendship-Sundae-Hersheys-DB_p_27565.html
QX5293,1994 Frosty Friends #15,$21.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Frosty-Friends-15_p_12777.html
QX5753,"1994 Garfield, Garfield",$15.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Garfield-Garfield_p_18889.html
QK1033,1994 Gentle Fawn,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Gentle-Fawn_p_18903.html
QX5973,1994 Gentle Nurse,$14.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Gentle-Nurse_p_18890.html
QLX7382,1994 Gingerbread Fantasy,$42.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Gingerbread-Fantasy_p_18891.html
QX4453,1994 Godchild,$13.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Godchild_p_18892.html
QX2423,1994 Godparent,$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Godparent_p_18893.html
QK1166,"1994 Going to Town, Folk Art Americana",$17.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Going-to-Town-Folk-Art-Americana_p_18895.html
QXCGLD2,1994 Golden Dove of Peace,$37.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Golden-Dove-of-Peace_p_18897.html
QXCGLD3,1994 Golden Poinsettia,$169.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Golden-Poinsettia_p_18898.html
QXCGLD3DB,1994 Golden Poinsettia DB,$159.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Golden-Poinsettia-DB_p_25649.html
QXCGLD4,1994 Golden Santa,$34.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Golden-Santa_p_18899.html
QXCGLD5,1994 Golden Sleigh,$34.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Golden-Sleigh_p_18900.html
QXCGLD6,1994 Golden Stars and Holly,$37.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Golden-Stars-and-Holly_p_18901.html
QXM4056,1994 Graceful Carousel Horse,$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Graceful-Carousel-Horse_p_18902.html
QX5676,1994 Grandchild's First Christmas,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Grandchilds-First-Christmas_p_18904.html
QX5523,1994 Granddaughter,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Granddaughter_p_18905.html
QX5673,1994 Grandmother,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Grandmother_p_18906.html
QX5616,1994 Grandpa,$9.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Grandpa_p_18907.html
QX2426,1994 Grandparents,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Grandparents_p_18908.html
QX5526,1994 Grandson,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Grandson_p_18909.html
QX5526DB,1994 Grandson DB,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Grandson-DB_p_27559.html
QXM4126,1994 Hamton,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Hamton_p_18910.html
QX5283,"1994 Handwarming Present, Mr and Mrs Claus #9",$12.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Handwarming-Present-Mr-and-Mrs-Claus-9_p_13728.html
QX5423,"1994 Happy Birthday, Jesus",$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Happy-Birthday-Jesus_p_18911.html
QX5993,1994 Harvest Joy,$6.97,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Harvest-Joy_p_18913.html
QXM5143,1994 Hat Shop - Old English Village #7,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Hat-Shop--Old-English-Village-7-_p_18982.html
QXM5166,1994 Have a Cookie,$11.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Have-a-Cookie_p_18914.html
QX5266,1994 Heart of Christmas - 5th & Final Family/Christmas Dinner,$12.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Heart-of-Christmas--5th-Final-FamilyChristmas-Dinner_p_18915.html
QXM4006,1994 Hearts A-Sail,$6.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Hearts-A-Sail_p_18916.html
QX4406,1994 Hearts in Harmony,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Hearts-in-Harmony_p_18917.html
QX4406DB,1994 Hearts in Harmony DB,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Hearts-in-Harmony-DB_p_27524.html
QX5536,1994 Helpful Shepherd,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Helpful-Shepherd_p_18918.html
QEO8093,1994 Here Comes Easter #1 - Car,$12.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Here-Comes-Easter-1--Car_p_18919.html
QX5213,"1994 Hey Diddle Diddle, Mother Goose #2",$10.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Hey-Diddle-Diddle-Mother-Goose-2_p_18967.html
QX5216,1994 Holiday Barbie #2,$16.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Barbie-2_p_13310.html
QX5216DB,1994 Holiday Barbie #2 - DB,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Barbie-2--DB_p_15235.html
QXR6116,1994 Holiday Hello,$29.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Hello_p_18921.html
QXR6116DB,1994 Holiday Hello DB,$26.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Hello-DB_p_27566.html
QX5826,1994 Holiday Patrol,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Patrol_p_18922.html
QX5826DB,1994 Holiday Patrol DB,$4.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Patrol-DB_p_27528.html
QXC4823,1994 Holiday Pursuit,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Pursuit_p_18923.html
QXC4823DB,1994 Holiday Pursuit DB,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Holiday-Pursuit-DB_p_25587.html
QK1123,1994 Home for the Holidays,$17.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Home-for-the-Holidays_p_18924.html
QX5946,1994 Ice Show,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Ice-Show_p_18926.html
QX5763,1994 In the Pink,$10.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-In-the-Pink_p_18927.html
QX5856,1994 It's a Strike,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Its-a-Strike_p_18929.html
QX5856DB,1994 It's a Strike DB,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Its-a-Strike-DB_p_27568.html
QX5276,"1994 Jasmine, Marys Angels #7",$37.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jasmine-Marys-Angels-7_p_13646.html
QX5276DB,"1994 Jasmine, Marys Angels #7 DB",$35.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jasmine-Marys-Angels-7-DB_p_25499.html
QX5783,1994 Jingle Bell Band,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jingle-Bell-Band_p_18930.html
QXC4833,1994 Jolly Holly Santa - L.E.,$23.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jolly-Holly-Santa--LE_p_18931.html
QK1046,1994 Jolly Santa,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jolly-Santa_p_18932.html
QXM4053,1994 Jolly Visitor,$6.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Jolly-Visitor_p_18933.html
QXM4093,1994 Jolly Wolly Snowman,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jolly-Wolly-Snowman_p_18934.html
QXM4036,1994 Journey to Bethlehem,$8.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Journey-to-Bethlehem_p_18935.html
QK1036,1994 Joyful Lamb,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Joyful-Lamb_p_18936.html
QK1036,1994 Joyful Lamb,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Joyful-Lamb_p_18936.html
QX4473,1994 Joyous Song,$14.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Joyous-Song_p_18938.html
QX5756,1994 Jump-along Jackalope,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Jump-along-Jackalope_p_18939.html
QXM4086,"1994 Just My Size, Miniature",$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Just-My-Size-Miniature_p_18940.html
QX5413,1994 Keep on Mowin,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Keep-on-Mowin_p_13476.html
QX5413DB,1994 Keep on Mowin' DB,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Keep-on-Mowin-DB_p_27522.html
QX5916,1994 Kickin' Roo,$7.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Kickin-Roo_p_18941.html
QX5916DB,1994 Kickin' Roo DB,$5.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Kickin-Roo-DB_p_27529.html
QX5416,1994 Kitty's Catamaran,$8.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Kittys-Catamaran_p_18942.html
QX5416DB,1994 Kitty's Catamaran DB,$6.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Kittys-Catamaran-DB_p_27563.html
QLX7386,"1994 Klingon Bird of Prey, Star Trek",$19.95,Hallmark,Out of Stock.,https://www.hallmarkornaments.com/1994-Klingon-Bird-of-Prey-Star-Trek_p_12398.html
QLX7386DB,"1994 Klingon Bird of Prey, Star Trek - DB",$17.95,Hallmark,In Stock.,https://www.hallmarkornaments.com/1994-Klingon-Bird-of-Prey-Star-Trek--DB_p_24234.html
